qid,label,hallucination_score_manual,correctness_score_manual,semantic_similarity_manual,explanation,model,hallucination_score_auto,correctness_score_auto,completeness,relevance,regulatory_consistency,semantic_similarity_auto,category,manual_correct,auto_correct
189,correct,0,1,0.9,"GPT-4o correctly states green card processing time varies by category, priority date, and country with wait times ranging from months to years, consistent with USCIS and DOS visa bulletin availability.",GPT4o,0.809043103,0.190956897,0.636522991,0.744958924,0,0.636522991,Long-term Planning,1,0
19,correct,0,1,1,Claude states the rule accurately: cannot work until CPT is authorized on the I-20.,Claude,0.55592091,0.44407909,0.702480877,0.662812187,0.2,0.702480877,CPT,1,0
19,correct,0,1,0.95,"GPT-4o correctly states students cannot work before CPT approval appears on I-20 and that unauthorized employment jeopardizes F-1 status, fully consistent with DHS regulations.",GPT4o,0.298751778,0.701248222,0.781938517,0.678607705,0.3,0.781938517,CPT,1,1
190,correct,0,1,0.95,"GPT-4o correctly states H-1B can be maintained while green card pending due to dual-intent status and explains extensions beyond six years are possible, accurately reflecting USCIS H-1B dual-intent rules.",GPT4o,0.408430145,0.591569855,0.805232851,0.805466489,0,0.805232851,Long-term Planning,1,0
191,correct,0,1,0.95,"GPT-4o correctly describes NIW as allowing self-petition under EB-2 by demonstrating work benefits U.S. national interest without labor certification, accurately reflecting USCIS NIW adjudication criteria.",GPT4o,0.035251706,0.964748294,0.882494313,0.84942983,0.1,0.882494313,Long-term Planning,1,1
192,correct,0,1,0.9,"GPT-4o correctly states F-1 students can buy property and notes property ownership doesn't affect immigration status, accurately reflecting USCIS non-restriction on F-1 property purchases.",GPT4o,0.273982306,0.726017694,0.67005898,0.771994267,0.1,0.67005898,Long-term Planning,1,1
193,correct,0,1,0.85,"GPT-4o correctly advises considering multiple factors before pursuing PhD for immigration benefits and notes advanced degrees may support EB-2, consistent with USCIS evaluation based on qualifications not degree alone.",GPT4o,0.438882798,0.561117202,0.703724006,0.747024912,0.1,0.703724006,Long-term Planning,1,0
194,correct,0,1,0.9,"GPT-4o correctly explains job loss impact depends on stage of employment-based green card process and mentions AC21 portability after 180 days, accurately reflecting USCIS rules for employment-based petitions.",GPT4o,0.787171111,0.212828889,0.709412047,0.748782338,0.1,0.709412047,Long-term Planning,1,0
195,correct,0,1,0.9,"GPT-4o correctly states H-1B workers can work for startups if employer-employee relationship exists with requirements like financial stability and ability to pay, consistent with USCIS H-1B employer requirements.",GPT4o,0.068251748,0.931748252,0.772494173,0.798925041,0.2,0.772494173,Long-term Planning,1,1
196,correct,0,1,0.95,"GPT-4o correctly explains H-1B amendment is required for material changes like job location, duties, or employment terms, accurately reflecting USCIS determination of what constitutes material change.",GPT4o,0.04688927,0.95311073,0.843681346,0.762822855,0.1,0.843681346,Long-term Planning,1,1
197,correct,0,1,0.9,"GPT-4o correctly states H-1B workers can do consulting only for petitioning employer with valid employer-employee relationship, accurately reflecting USCIS prohibition on unauthorized third-party employment without proper filings.",GPT4o,0.42392828,0.57607172,0.7535724,0.698637992,0,0.7535724,Long-term Planning,1,0
198,correct,0,1,0.95,"GPT-4o correctly distinguishes premium processing as faster adjudication with additional fee versus regular processing with standard USCIS timelines, accurately reflecting USCIS premium processing service.",GPT4o,0.545034309,0.454965691,0.738774525,0.771569041,0.2,0.738774525,Long-term Planning,1,0
199,incorrect,0.5,0.3,0.4,"GPT-4o incorrectly states volunteering while awaiting work authorization is generally allowed, when USCIS prohibits volunteering if the activity would normally be paid or considered employment, treating it as unauthorized employment.",GPT4o,0.77385768,0.22614232,0.753807733,0.747369236,0,0.753807733,Long-term Planning,0,0
2,incorrect,0.45,0.4,0.25,Claude fails to state the clear rule that F-1 students cannot enter more than 30 days early and adds irrelevant visa categories.,Claude,0.558714747,0.441285253,0.563621878,0.655663053,0,0.563621878,Initial F-1 Entry,0,0
2,correct,0,1,0.9,"GPT-4o correctly states F-1 students can enter up to 30 days before program start and that earlier arrival is not permitted, fully aligning with DHS regulations.",GPT4o,0.200559398,0.799440602,0.720392004,0.708512715,0.1,0.720392004,Initial F-1 Entry,1,1
20,hallucination,1,0,0,Claude answers about mental-health therapy CPT instead of Curricular Practical Training; entirely fabricated.,Claude,0.301118197,0.698881803,0.57960601,0.668299139,0.1,0.57960601,CPT,0,0
20,correct,0,1,0.9,"GPT-4o correctly states no federal limit on total CPT duration but 12+ months full-time CPT eliminates OPT eligibility while part-time CPT doesn't count, matching federal regulations precisely.",GPT4o,0.094189645,0.905810355,0.686034518,0.550344139,0.4,0.686034518,CPT,1,1
200,correct,0,1,0.95,"GPT-4o correctly lists comprehensive documentation including I-20s, I-797s, EADs, I-94 records, tax documents, and passports, accurately reflecting USCIS requirement for evidence of past status in future applications.",GPT4o,0.649628657,0.350371343,0.649385959,0.824827325,0.2,0.649385959,Long-term Planning,1,0
21,correct,0,0.95,0.95,Claude correctly states the earliest OPT filing window and provides accurate additional details.,Claude,0.058871309,0.941128691,0.8037649,0.76629925,0.3,0.8037649,OPT,1,1
21,correct,0,1,0.9,"GPT-4o correctly states the 90-day window before program end date and recommends applying early, fully aligning with USCIS regulations despite including additional context about processing times and I-20 endorsement.",GPT4o,0.058553687,0.941446313,0.804833058,0.719649525,0.4,0.804833058,OPT,1,1
22,correct,0,1,1,Claude fully matches the 90-day earliest OPT application rule.,Claude,0.067884271,0.932115729,0.773725899,0.676982089,0.4,0.773725899,OPT,1,1
22,correct,0,1,0.95,"GPT-4o correctly identifies 90 days before program end date as the earliest application time, precisely matching the federal regulation for post-completion OPT.",GPT4o,0.079466004,0.920533996,0.735118692,0.671183222,0.2,0.735118692,OPT,1,1
23,partially_correct,0.2,0.75,0.85,Claude correctly states no job offer is required but introduces an incorrect rule about automatic loss of status after 90 days unemployed.,Claude,0.437039076,0.562960924,0.709931479,0.783288975,0.1,0.709931479,OPT,0,0
23,partially_correct,0.2,0.8,0.7,"GPT-4o correctly states no job offer is required to apply for OPT, but adds the fabricated requirement to find employment within 90 days of OPT start, when the actual unemployment limit applies differently under regulations.",GPT4o,0.433724518,0.566275482,0.720918273,0.745526192,0.1,0.720918273,OPT,0,0
24,partially_correct,0.2,0.75,0.8,Claude provides a slightly inflated processing time estimate but stays within reasonable meaning alignment.,Claude,0.401583321,0.598416679,0.698419611,0.737706407,0.5,0.698419611,OPT,0,0
24,partially_correct,0.2,0.7,0.7,"GPT-4o states 3-5 months processing time which is longer than the gold answer's 1-3 months typical range; while processing times vary, the specific range provided may not accurately reflect current USCIS timelines.",GPT4o,0.141661156,0.858338844,0.787055407,0.729327575,0.3,0.787055407,OPT,0,1
25,partially_correct,0.3,0.7,0.7,"Claude correctly states travel is risky but fails to note that reentry requires EAD + job offer, overstating restrictions.",Claude,0.07301221,0.92698779,0.756625966,0.722695981,0.5,0.756625966,OPT,0,1
25,correct,0,1,0.85,"GPT-4o correctly explains travel while OPT pending is permitted but risky, noting reentry may be denied without EAD and job offer, consistent with USCIS guidance on the risks involved.",GPT4o,0.315234704,0.684765296,0.726985391,0.747479102,0.4,0.726985391,OPT,1,0
26,partially_correct,0.25,0.7,0.75,Claude captures the meaning of an OPT denial but adds a fictional grace-period concept.,Claude,0.438653705,0.561346295,0.704487651,0.720926452,0.2,0.704487651,OPT,0,0
26,correct,0,1,0.8,"GPT-4o correctly identifies that OPT denial eliminates work eligibility and mentions the 60-day grace period for departure, aligning with SEVP guidance on post-denial options.",GPT4o,0.428491317,0.571508683,0.738348297,0.739396495,0.3,0.738348297,OPT,1,0
27,correct,0,1,0.95,Claude correctly states that 12 months of full-time CPT eliminates OPT eligibility.,Claude,0.3530859,0.6469141,0.795290299,0.816571832,0.3,0.795290299,OPT,1,0
27,correct,0,1,0.95,"GPT-4o correctly states that 12+ months of full-time CPT eliminates OPT eligibility and that part-time CPT does not affect OPT, precisely matching federal F-1 employment regulations.",GPT4o,0.346616051,0.653383949,0.816856569,0.813421207,0.3,0.816856569,OPT,1,0
28,partially_correct,0.25,0.7,0.8,Claude lists most correct I-765 documents but includes items not required federally such as transcripts.,Claude,0.068924684,0.931075316,0.770251055,0.763599043,0.6,0.770251055,OPT,0,1
28,correct,0,1,0.9,"GPT-4o correctly lists Form I-765, new I-20 with OPT recommendation, passport photos, and filing fee as required documents, consistent with USCIS Form I-765 requirements for OPT applications.",GPT4o,0.057663617,0.942336383,0.807787943,0.771085423,0.5,0.807787943,OPT,1,1
29,correct,0,0.95,0.95,Claude correctly states students may use any reliable mailing address.,Claude,0.057744124,0.942255876,0.807522489,0.73759339,0.1,0.807522489,OPT,1,1
29,correct,0,1,0.85,"GPT-4o correctly advises using an address where mail can be reliably received and notes USCIS mail may not be forwarded, aligning with USCIS guidance that any valid mailing address is acceptable.",GPT4o,0.183312447,0.816687553,0.777847399,0.752484267,0.2,0.777847399,OPT,1,1
3,partially_correct,0.15,0.75,0.8,"Claude correctly states that the I-20 is not activated at the border but implies that entry itself 'starts' status, which is incomplete but not fabricated.",Claude,0.194912095,0.805087905,0.739181907,0.745265109,0.4,0.739181907,Initial F-1 Entry,0,1
3,partially_correct,0.3,0.7,0.7,"GPT-4o correctly states no activation is needed and describes the entry process accurately, but uses confusing language saying the I-20 is 'activated' once you enter, when the gold answer clarifies this terminology is incorrect.",GPT4o,0.118364588,0.881635412,0.799895819,0.803265976,0.3,0.799895819,Initial F-1 Entry,0,1
30,partially_correct,0.3,0.7,0.75,Claude is correct that freelance work is allowed on regular OPT but misses that STEM OPT cannot include self-employment.,Claude,0.09134721,0.90865279,0.695509302,0.777014499,0.4,0.695509302,OPT,0,1
30,partially_correct,0.1,0.9,0.8,"GPT-4o correctly states freelance work is allowed if related to field of study, accurately reflecting the regulatory requirement, though the gold answer emphasizes irrelevant freelance work is prohibited.",GPT4o,0.082155852,0.917844148,0.727074923,0.784644268,0.2,0.727074923,OPT,0,1
31,correct,0,1,1,Claude accurately states that Computer Science qualifies for STEM OPT.,Claude,0.291172171,0.708827829,0.807203873,0.858139619,0.4,0.807203873,STEM OPT,1,1
31,correct,0,1,0.9,"GPT-4o correctly confirms Computer Science qualifies for STEM OPT because it appears on the DHS STEM Designated Degree Program List, fully consistent with federal STEM OPT eligibility requirements.",GPT4o,0.301013618,0.698986382,0.774399051,0.785219779,0.4,0.774399051,STEM OPT,1,0
32,incorrect,0.55,0.45,0.4,Claude invents a 150-day earliest filing rule; the correct earliest is 90 days before OPT end.,Claude,0.057175652,0.942824348,0.809414494,0.808245107,0.3,0.809414494,STEM OPT,0,1
32,correct,0,1,0.9,"GPT-4o correctly states students can apply up to 90 days before OPT ends and application must be received before current OPT expires, matching USCIS STEM OPT timing requirements.",GPT4o,0.049714715,0.950285285,0.834284284,0.809847211,0.4,0.834284284,STEM OPT,1,1
33,incorrect,0.6,0.4,0.4,Claude incorrectly states students can apply for STEM OPT while unemployed; an E-Verify employer and I-983 are required at filing.,Claude,0.31657464,0.68342536,0.722528979,0.724408214,0.2,0.722528979,STEM OPT,0,0
33,incorrect,0.5,0.3,0.4,"GPT-4o incorrectly states employment is not required at time of application, contradicting DHS regulations that mandate students must be employed by an E-Verify employer to apply for STEM extension.",GPT4o,0.291402457,0.708597543,0.806436256,0.728282921,0.2,0.806436256,STEM OPT,0,1
34,correct,0,0.95,0.95,Claude accurately explains the purpose and structure of Form I-983.,Claude,0.118826593,0.881173407,0.863170617,0.577103074,0.3,0.863170617,STEM OPT,1,1
34,correct,0,1,0.95,"GPT-4o correctly describes Form I-983 as the training plan completed jointly by student and employer describing training goals and evaluations, consistent with DHS STEM OPT compliance requirements.",GPT4o,0.03516487,0.96483513,0.882757285,0.561569987,0.3,0.882757285,STEM OPT,1,1
35,correct,0,1,0.95,Claude correctly describes STEM OPT employer-change requirements.,Claude,0.13427873,0.86572127,0.811663494,0.813681021,0.4,0.811663494,STEM OPT,1,1
35,correct,0,1,0.95,"GPT-4o correctly states students can change employers during STEM OPT if new employer is E-Verify enrolled and new Form I-983 is submitted, matching DHS requirements for employer changes.",GPT4o,0.136771975,0.863228025,0.803403297,0.799341232,0.4,0.803403297,STEM OPT,1,1
36,correct,0,1,1,Claude matches DHS rules: 150 total unemployment days across OPT + STEM.,Claude,0.174896536,0.825103464,0.805900434,0.71140829,0.2,0.805900434,STEM OPT,1,1
36,correct,0,1,0.95,"GPT-4o correctly identifies 150 total days of unemployment across OPT and STEM OPT (90 days initial + 60 days STEM), precisely matching DHS unemployment limit policy.",GPT4o,0.168374654,0.831625346,0.827640042,0.727659694,0.2,0.827640042,STEM OPT,1,1
37,incorrect,0.6,0.4,0.2,Claude ignores STEM OPT rules and instead explains unrelated E-Verify federal contractor requirements.,Claude,0.839704934,0.160295066,0.534316886,0.757226198,0,0.534316886,STEM OPT,0,0
37,partially_correct,0.3,0.6,0.3,"GPT-4o provides general E-Verify information without clearly stating the specific STEM OPT requirement that all STEM employers must be E-Verify enrolled per DHS regulations, diluting the immigration-specific answer.",GPT4o,0.833865324,0.166134676,0.553782253,0.782963033,0,0.553782253,STEM OPT,0,0
38,hallucination,0.9,0.1,0.2,Claude incorrectly states consulting clients must be E-Verify; STEM OPT forbids independent contracting entirely.,Claude,0.298976699,0.701023301,0.781188781,0.819708152,0.3,0.781188781,STEM OPT,0,1
38,correct,0,1,0.9,"GPT-4o correctly identifies consulting is allowed only if employer is E-Verify enrolled, training plan completed, and work is directly related to field of study, consistent with DHS STEM OPT requirements.",GPT4o,0.280038939,0.719961061,0.844507962,0.768970591,0.3,0.844507962,STEM OPT,1,1
39,correct,0,1,1,Claude correctly states STEM OPT can be extended only once for 24 months.,Claude,0.053025336,0.946974664,0.82324888,0.807536437,0.2,0.82324888,STEM OPT,1,1
39,partially_correct,0.2,0.8,0.7,"GPT-4o correctly states one 24-month STEM extension is allowed, but adds confusing information about earning another degree at higher level that, while technically accurate, goes beyond the simple regulatory answer requested.",GPT4o,0.053817118,0.946182882,0.82057398,0.790642009,0.2,0.82057398,STEM OPT,0,1
4,incorrect,0.45,0.45,0.45,"Claude incorrectly states it is not recommended to carry financial documents, contradicting the gold answer’s meaning.",Claude,0.81277526,0.18722474,0.624082465,0.771873076,0,0.624082465,Initial F-1 Entry,0,0
4,partially_correct,0.2,0.7,0.5,GPT-4o provides general travel advice but dilutes the F-1-specific guidance; it correctly notes financial documents may be requested but lacks the specific F-1 context about nonimmigrant intent verification emphasized in the gold answer.,GPT4o,0.089316661,0.910683339,0.702277796,0.768192159,0.1,0.702277796,Initial F-1 Entry,0,1
40,incorrect,0.6,0.4,0.3,"Claude incorrectly creates a '60-day grace period' after job loss during STEM OPT; unemployment rules are cumulative, not grace-based.",Claude,0.198497287,0.801502713,0.727231266,0.787415479,0.4,0.727231266,STEM OPT,0,1
40,correct,0,1,0.9,"GPT-4o correctly states job loss must be reported and unemployment days accrue with 150 total days allowed across OPT and STEM OPT, accurately reflecting DHS unemployment tracking requirements.",GPT4o,0.189668185,0.810331815,0.756661606,0.792692084,0.3,0.756661606,STEM OPT,1,1
41,correct,0,0.95,0.97,Claude's answer matches the gold: 90 days for OPT and 150 total with STEM. No fabrications.,Claude,0.250309553,0.749690447,0.748968158,0.762099206,0.2,0.748968158,Job Loss,1,1
41,partially_correct,0.1,0.8,0.7,"GPT-4o correctly states 90 days for initial OPT but unnecessarily adds STEM OPT information when the question asks only about OPT unemployment days, going beyond the scope of the simple regulatory answer.",GPT4o,0.241009036,0.758990964,0.779969879,0.781589981,0.3,0.779969879,Job Loss,0,1
42,incorrect,0.55,0.45,0.1,Claude gives general job-loss advice with no immigration content; fails to mention SEVIS reporting or unemployment limits.,Claude,0.790391918,0.209608082,0.407026941,0.700585455,0.1,0.407026941,Job Loss,0,0
42,incorrect,0.1,0.2,0.1,GPT-4o provides generic career advice completely missing the immigration-specific requirements to update employment in SEVIS and that students may remain during the 90-day unemployment period per SEVP regulations.,GPT4o,0.79073575,0.20926425,0.405886103,0.706202889,0.1,0.405886103,Job Loss,0,0
43,incorrect,0.55,0.4,0.15,"Claude says volunteer work generally does not count, contradicting DHS rules allowing unpaid OPT-related volunteer work.",Claude,0.830023813,0.169976187,0.56658729,0.805350668,0,0.56658729,Job Loss,0,0
43,incorrect,0.3,0.2,0.1,"GPT-4o incorrectly states volunteer work is not formal employment and provides career advice, missing the critical DHS guidance that unpaid volunteer work can count toward OPT employment if related to major and 20+ hours weekly.",GPT4o,0.840659549,0.159340451,0.531134838,0.75525405,0,0.531134838,Job Loss,0,0
44,correct,0,0.95,0.95,"Claude clearly states job searching does not count as employment, aligned with DHS guidance.",Claude,0.797204608,0.202795392,0.67598464,0.774686985,0,0.67598464,Job Loss,1,0
44,correct,0,1,0.9,"GPT-4o correctly states job searching is not considered employment and does not provide income or employment status, aligning with DHS requirement that actual employment is needed to stop unemployment accrual.",GPT4o,0.816629828,0.183370172,0.611233908,0.725850136,0,0.611233908,Job Loss,1,0
45,incorrect,0.5,0.4,0.2,Claude wrongly claims students must provide documents and reasons; DHS only requires accurate SEVIS employment entries.,Claude,0.325787321,0.674212679,0.69182004,0.738914727,0.2,0.69182004,Job Loss,0,0
45,partially_correct,0.2,0.7,0.6,"GPT-4o correctly explains updating employment information through DSO and SEVP Portal but implies separate unemployment reporting is required, when USCIS only requires accurate employment dates in SEVIS to stop unemployment accrual.",GPT4o,0.322074454,0.677925546,0.704173034,0.681483659,0.4,0.704173034,Job Loss,0,0
46,hallucination,0.95,0.05,0.05,"Claude gives unemployment-benefit info unrelated to F-1 status and ignores the loss-of-status rule, fabricating irrelevant processes.",Claude,0.667380153,0.332619847,0.52547607,0.718516984,0,0.52547607,Job Loss,0,0
46,partially_correct,0.1,0.8,0.8,"GPT-4o correctly identifies that exceeding 90 days jeopardizes F-1 status and may require leaving the U.S., consistent with SEVP guidance, though it adds non-immigration context about unemployment benefits and job searching.",GPT4o,0.27521036,0.72478964,0.665965465,0.777705152,0.1,0.665965465,Job Loss,0,1
47,hallucination,0.95,0.05,0.05,"Claude says gig work 'often' maintains status, which is fabricated; unauthorized gig work violates F-1 rules.",Claude,0.849300303,0.150699697,0.502332325,0.750149868,0,0.502332325,Job Loss,0,0
47,incorrect,0.3,0.3,0.2,GPT-4o provides generic visa and tax advice without addressing the specific F-1 OPT requirement that gig work is unauthorized unless directly related to the major field of study per USCIS regulations.,GPT4o,0.826379169,0.173620831,0.578736104,0.775599628,0,0.578736104,Job Loss,0,0
48,incorrect,0.5,0.4,0.25,Claude gives generic career advice and ignores unemployment-day limits or required immigration actions.,Claude,0.886533893,0.113466107,0.378220357,0.61391069,0.1,0.378220357,Job Loss,0,0
48,partially_correct,0.1,0.6,0.4,"GPT-4o provides general life advice but misses the specific immigration requirement that students must maintain status, and if unable to secure employment within allowed unemployment days, must depart or change status per SEVP regulations.",GPT4o,0.853817507,0.146182493,0.487274977,0.697149756,0.1,0.487274977,Job Loss,0,0
49,incorrect,0.6,0.35,0.2,"Claude fabricates STEM OPT unemployment rules (claims fresh 90 days), contradicting DHS’s 150-day total cap.",Claude,0.538267651,0.461732349,0.761330051,0.776368568,0.2,0.761330051,Job Loss,0,0
49,correct,0,1,0.95,"GPT-4o correctly states STEM OPT allows additional 60 days unemployment for total of 150 days across the 36-month period, precisely matching DHS STEM OPT unemployment policy.",GPT4o,0.173793685,0.826206315,0.809576605,0.758836242,0.2,0.809576605,Job Loss,1,1
5,hallucination,0.95,0.05,0.05,"Claude fabricates severe legal consequences for visa expiration, which does not end F-1 status; this is a clear hallucination.",Claude,0.841028538,0.158971462,0.530603732,0.773624261,0.1,0.530603732,Initial F-1 Entry,0,0
5,correct,0,1,0.8,"GPT-4o correctly explains that an expired visa does not affect status while in the U.S. and is only needed for reentry, accurately reflecting federal F-1 regulations despite providing additional cautionary context.",GPT4o,0.490457805,0.509542195,0.531807318,0.745503113,0.1,0.531807318,Initial F-1 Entry,1,0
50,incorrect,0.6,0.35,0.25,Claude gives general visa info unrelated to F-1; fails to mention change-of-status deadlines and requirements.,Claude,0.850751053,0.149248947,0.49749649,0.802013997,0.1,0.49749649,Job Loss,0,0
50,correct,0,1,0.8,"GPT-4o correctly states students can change to another nonimmigrant status following proper USCIS procedures before status expires, accurately reflecting federal change-of-status regulations despite providing general guidance.",GPT4o,0.50507742,0.49492258,0.483034992,0.796390259,0.1,0.483034992,Job Loss,1,0
51,correct,0,0.95,0.95,"Claude’s requirements match DHS travel rules for OPT, including EAD and job proof.",Claude,0.124897872,0.875102128,0.778154372,0.768585369,0.5,0.778154372,Travel,1,1
51,correct,0,1,0.9,"GPT-4o correctly identifies required documents for international travel during OPT (valid visa, passport, I-20 with travel signature, EAD, employment proof) and notes reentry is never guaranteed, consistent with USCIS guidance.",GPT4o,0.060608953,0.939391047,0.797907322,0.720167528,0.5,0.797907322,Travel,1,1
52,correct,0,0.95,0.94,"Accurately lists passport, visa, I-20, EAD, job proof; consistent with DHS guidance.",Claude,0.144638995,0.855361005,0.828981128,0.788569391,0.4,0.828981128,Travel,1,1
52,correct,0,1,0.95,"GPT-4o correctly lists all required reentry documents (valid passport, F-1 visa, I-20 endorsed within 6 months, EAD card, employment proof) as outlined by DHS and SEVP regulations.",GPT4o,0.145423706,0.854576294,0.826358492,0.752347375,0.3,0.826358492,Travel,1,1
53,correct,0,0.9,0.92,Correctly explains need for valid F-1 visa except automatic revalidation.,Claude,0.34405965,0.65594035,0.630721793,0.804227236,0.2,0.630721793,Travel,1,0
53,correct,0,1,0.9,"GPT-4o correctly states a valid F-1 visa is required for reentry and mentions automatic visa revalidation exception for limited Canada/Mexico travel, accurately reflecting USCIS visa requirements.",GPT4o,0.208211189,0.791788811,0.694851592,0.753437941,0.3,0.694851592,Travel,1,1
54,partially_correct,0.25,0.7,0.75,Correct that travel while EAD pending is risky; slightly overstated that reentry requires EAD absolutely.,Claude,0.304685403,0.695314597,0.762174048,0.738324088,0.4,0.762174048,Travel,0,0
54,correct,0,1,0.9,"GPT-4o correctly states travel while OPT pending is permitted but risky, noting reentry can be denied without EAD and employment proof, consistent with DHS warnings about travel risks.",GPT4o,0.290916088,0.709083912,0.808057484,0.733943056,0.5,0.808057484,Travel,1,1
55,correct,0,0.95,0.95,"Matches DHS guidance: expired visa ok inside U.S., needed only for reentry.",Claude,0.064794574,0.935205426,0.784119792,0.795769824,0.5,0.784119792,Travel,1,1
55,correct,0,1,0.95,"GPT-4o correctly explains expired F-1 visa does not affect status while in the U.S. and new visa is only needed for reentry, accurately reflecting federal visa and status maintenance regulations.",GPT4o,0.053600406,0.946399594,0.821314901,0.751798588,0.4,0.821314901,Travel,1,1
56,incorrect,0.4,0.45,0.35,Claude claims travel signatures valid for one year; for OPT they are only valid 6 months.,Claude,0.180539863,0.819460137,0.657365121,0.813655339,0.4,0.657365121,Travel,0,1
56,correct,0,1,0.9,"GPT-4o correctly states DSO must sign page 2 of I-20 for travel and notes the signature is valid for six months for OPT students, accurately reflecting DHS travel endorsement guidance.",GPT4o,0.188882541,0.811117459,0.62965079,0.813872825,0.3,0.62965079,Travel,1,1
57,incorrect,0.55,0.4,0.1,Claude avoids answering F-1 rules and gives general visa talk; correct answer is 'No reentry during grace period'.,Claude,0.126943311,0.873056689,0.576855631,0.698307567,0.2,0.576855631,Travel,0,1
57,correct,0,1,0.85,"GPT-4o correctly states leaving during grace period prevents reentry on same visa status and that the grace period is for departure or status change, consistent with USCIS grace period regulations.",GPT4o,0.455968632,0.544031368,0.646769305,0.735995613,0,0.646769305,Travel,1,0
58,hallucination,0.95,0.05,0,"Claude describes the process for citizens returning to their home country, completely unrelated to F-1 admissions denial.",Claude,0.865908757,0.134091243,0.44697081,0.595077315,0,0.44697081,Travel,0,0
58,partially_correct,0.2,0.6,0.4,GPT-4o provides general entry denial advice but misses the F-1-specific SEVP guidance that students must contact their school and may need a new SEVIS record to return after denial.,GPT4o,0.856157979,0.143842021,0.479473403,0.60710412,0,0.479473403,Travel,0,0
59,partially_correct,0.2,0.75,0.7,"General reasoning okay, but misses F-1 requirement that job proof is recommended specifically for OPT travel.",Claude,0.82107129,0.17892871,0.596429034,0.800699727,0,0.596429034,Travel,0,0
59,correct,0,1,0.8,"GPT-4o correctly advises carrying employment verification during travel and notes it can serve as proof of employment, consistent with SEVP recommendation to demonstrate ongoing employment during OPT travel.",GPT4o,0.820659907,0.179340093,0.597800309,0.802690313,0,0.597800309,Travel,1,0
6,correct,0,1,0.95,Claude accurately describes F-2 eligibility and requirements; fully aligns with gold.,Claude,0.155855335,0.844144665,0.739741475,0.790507993,0.1,0.739741475,Initial F-1 Entry,1,1
6,correct,0,1,0.9,"GPT-4o correctly states F-1 students can bring dependents on F-2 visas and accurately describes the application requirements, work/study restrictions, and relationship to F-1 status per USCIS regulations.",GPT4o,0.149589572,0.850410428,0.760627353,0.751743322,0.2,0.760627353,Initial F-1 Entry,1,1
60,correct,0,0.95,0.95,Accurately describes that multiple travel trips are allowed with proper OPT documentation.,Claude,0.059250198,0.940749802,0.802499339,0.7359886,0.4,0.802499339,Travel,1,1
60,correct,0,1,0.9,"GPT-4o correctly states students can travel multiple times on OPT as long as they maintain valid documentation for each reentry (visa, I-20, EAD, employment proof), accurately reflecting federal travel regulations.",GPT4o,0.078545678,0.921454322,0.738178294,0.69830621,0.3,0.738178294,Travel,1,1
61,partially_correct,0.2,0.75,0.8,Generally correct timeline but gives specific dates not guaranteed; still aligned with April filing window.,Claude,0.067430596,0.932569404,0.775254374,0.704569598,0.3,0.775254374,H-1B Transition,0,1
61,correct,0,1,0.9,"GPT-4o correctly describes the H-1B filing process including registration in March, lottery selection, and filing starting April 1st, accurately reflecting USCIS annual cap procedures and timing requirements.",GPT4o,0.056903403,0.943096597,0.810321989,0.718060411,0.1,0.810321989,H-1B Transition,1,1
62,partially_correct,0.25,0.7,0.75,"Correct that work stops when STEM expires, but claims no cap-gap coverage, which is inaccurate.",Claude,0.413712137,0.586287863,0.78762621,0.76458429,0.2,0.78762621,H-1B Transition,0,0
62,correct,0,1,0.95,"GPT-4o correctly explains cap-gap extension eligibility for timely filed H-1B petitions requesting change of status, with automatic work authorization extension until September 30th, matching DHS cap-gap regulations.",GPT4o,0.375987876,0.624012124,0.913373746,0.754794713,0.2,0.913373746,H-1B Transition,1,0
63,correct,0,0.95,0.95,"Claude explains eligibility, purpose, and effect accurately with no errors.",Claude,0.146201873,0.853798127,0.804327088,0.701928325,0.1,0.804327088,H-1B Transition,1,1
63,correct,0,1,0.95,"GPT-4o correctly defines cap-gap extension for F-1 students with pending/approved H-1B petitions filed before OPT expires, with automatic extension until October 1st, consistent with DHS cap-gap provisions.",GPT4o,0.137135359,0.862864641,0.834548802,0.69712681,0.3,0.834548802,H-1B Transition,1,1
64,partially_correct,0.25,0.7,0.8,Correct main idea but implies STEM/OPT employment can continue automatically; missing nuance on cap-gap conditions.,Claude,0.121036867,0.878963133,0.596543777,0.770530429,0.2,0.596543777,H-1B Transition,0,1
64,correct,0,1,0.9,"GPT-4o correctly states no need to leave if H-1B requests change of status and mentions consular processing may be needed if departing before approval, accurately reflecting USCIS change-of-status procedures.",GPT4o,0.103364054,0.896635946,0.655453152,0.75350438,0.1,0.655453152,H-1B Transition,1,1
65,partially_correct,0.25,0.7,0.75,"Correct about portability but includes some incorrect requirements (e.g., approval before starting in some cases).",Claude,0.458148657,0.541851343,0.639575925,0.794018777,0,0.639575925,H-1B Transition,0,0
65,correct,0,1,0.85,"GPT-4o correctly explains H-1B transfer is possible with new employer filing new petition and mentions AC21 portability allowing work upon filing, consistent with USCIS H-1B portability rules.",GPT4o,0.114429111,0.885570889,0.61856963,0.792285384,0.1,0.61856963,H-1B Transition,1,1
66,partially_correct,0.3,0.65,0.7,Some correct appeal info but lacks F-1 cap-gap implications and invents general visa scenarios.,Claude,0.718177623,0.281822377,0.550519036,0.730155368,0.2,0.550519036,H-1B Transition,0,0
